DATE,OPEN,HIGH,CLOSE,LOW,VOL,AMOUNT,FACTOR
2009-02-10,13.03,13.3,12.82,13.25,1390543.0,18149932.0,1.0
2009-02-11,13.0,13.4,12.78,13.0,1555261.0,20318058.0,1.0
2009-02-12,12.85,13.19,12.48,12.95,1123808.0,14366708.0,1.0
2009-02-13,12.95,13.58,12.85,13.31,1277651.0,16914844.0,1.0
2009-02-16,13.2,13.5,13.1,13.49,1375396.0,18402324.0,1.0
2009-02-17,13.46,14.0,12.92,13.36,1947963.0,26261686.0,1.0
2009-02-18,13.2,13.85,13.02,13.54,1616997.0,21685042.0,1.0
2009-02-19,13.62,14.25,13.62,14.19,2403957.0,33746792.0,1.0
2009-02-20,14.38,14.64,14.1,14.24,1804154.0,25808730.0,1.0
2009-02-23,14.3,14.7,14.02,14.64,1388582.0,19949456.0,1.0
2009-02-24,14.45,14.55,13.66,13.75,2411453.0,33922976.0,1.0
2009-02-25,13.98,14.48,13.6,14.44,1615822.0,22596618.0,1.0
2009-02-26,14.28,14.79,13.0,13.01,1852608.0,25816548.0,1.0
2009-02-27,12.7,13.18,11.72,11.8,1423895.0,17335694.0,1.0
2009-03-02,11.61,12.18,11.61,11.98,1059663.0,12653480.0,1.0
2009-03-03,11.66,12.3,11.6,12.24,1001422.0,12067047.0,1.0
2009-03-04,12.28,13.16,12.28,13.09,1570088.0,20237632.0,1.0
2009-03-05,13.2,14.1,13.15,14.0,2746266.0,37078452.0,1.0
2009-03-06,13.74,14.67,13.53,14.45,2846207.0,40644000.0,1.0
2009-03-09,14.45,15.18,13.3,13.74,2904094.0,41291272.0,1.0
2009-03-10,14.0,14.49,13.45,14.29,2014285.0,27828744.0,1.0
2009-03-11,14.6,14.8,14.13,14.29,3170195.0,45759376.0,1.0
2009-03-12,14.38,14.5,13.58,14.1,1940977.0,27249130.0,1.0
2009-03-13,14.24,14.3,13.67,14.07,1346734.0,18776928.0,1.0
2009-03-16,14.0,14.48,13.8,14.07,1983814.0,27947412.0,1.0
2009-03-17,13.4,13.98,12.95,13.89,5217575.0,70568320.0,1.0
2009-03-18,13.8,13.98,13.64,13.9,3416633.0,47273620.0,1.0
2009-03-19,13.85,14.28,13.7,14.19,3130312.0,43874864.0,1.0
2009-03-20,14.15,14.26,13.72,13.8,2165599.0,30121018.0,1.0
2009-03-23,13.58,14.1,13.58,14.1,2308632.0,32120052.0,1.0
2009-03-24,14.16,14.48,13.93,14.38,2836486.0,40401992.0,1.0
2009-03-25,14.35,15.36,14.1,14.36,4461644.0,65943932.0,1.0
2009-03-26,14.33,14.58,13.8,14.42,1964615.0,27964048.0,1.0
2009-03-27,14.44,14.58,14.05,14.16,1572484.0,22400356.0,1.0
2009-03-30,14.2,14.71,14.16,14.65,1653632.0,23932490.0,1.0
2009-03-31,13.71,14.59,13.71,14.45,1260333.0,18027782.0,1.0
2009-04-01,14.36,14.76,14.36,14.72,2046622.0,29953452.0,1.0
2009-04-02,14.8,15.5,14.8,15.05,3072559.0,46768476.0,1.0
2009-04-03,15.0,15.49,14.55,15.18,2643259.0,39842004.0,1.0
2009-04-08,15.55,16.2,15.08,15.16,3672910.0,57675180.0,1.0
2009-04-09,15.29,15.3,14.5,15.3,1645038.0,24598236.0,1.0
2009-04-10,15.31,16.08,15.25,15.81,2413595.0,38022220.0,1.0
2009-04-13,15.65,16.74,15.65,16.49,3043843.0,49442444.0,1.0
2009-04-14,16.5,18.08,16.12,17.77,3722729.0,64740432.0,1.0
2009-04-15,17.58,18.12,17.1,17.56,2394900.0,41989256.0,1.0
2009-04-16,17.7,17.8,16.88,16.95,2225753.0,38228036.0,1.0
2009-04-17,16.964,16.964,16.009,16.05,1962408.0,31619912.0,1.016
2009-04-20,15.948,16.649,15.938,16.609,1270956.0,20518324.0,1.016
2009-04-21,16.507,17.117,16.131,16.487,1545864.0,25310880.0,1.016
2009-04-22,16.517,16.792,15.065,15.451,1789670.0,28303020.0,1.016
2009-04-23,15.39,15.999,15.39,15.898,1208564.0,18612362.0,1.016
2009-04-24,16.02,16.517,15.552,16.345,1539944.0,24300428.0,1.016
2009-04-27,16.152,17.106,15.806,16.832,2475584.0,40210080.0,1.016
2009-04-28,16.761,17.777,16.456,16.944,3138112.0,52884684.0,1.016
2009-04-29,16.944,17.137,16.558,16.995,1724976.0,28631324.0,1.016
2009-04-30,16.964,17.777,16.822,17.371,2154617.0,36723052.0,1.016
2009-05-04,17.655,17.777,17.198,17.554,1723749.0,29681364.0,1.016
2009-05-05,18.082,18.894,17.838,18.285,3004920.0,54389416.0,1.016
2009-05-06,18.285,19.392,18.183,18.905,2668907.0,49448140.0,1.016
2009-05-07,18.894,18.894,17.675,17.96,2663235.0,47665476.0,1.016
2009-05-08,17.777,18.082,17.32,17.645,1683203.0,29251486.0,1.016
2009-05-11,17.818,17.96,17.086,17.086,1448440.0,24799416.0,1.016
2009-05-12,16.944,17.635,16.781,17.635,1024029.0,17446022.0,1.016
2009-05-13,17.635,17.929,17.391,17.635,929632.0,16227693.0,1.016
2009-05-14,17.472,17.614,17.218,17.361,905473.0,15461550.0,1.016
2009-05-15,17.482,17.98,17.371,17.95,1141115.0,19947060.0,1.016
2009-05-18,17.98,18.0,17.371,17.899,906566.0,15761876.0,1.016
2009-05-19,17.99,18.072,17.584,17.757,1260764.0,22026072.0,1.016
2009-05-20,17.665,17.98,17.472,17.513,768978.0,13356712.0,1.016
2009-05-21,17.401,17.472,16.842,16.903,1373738.0,23099522.0,1.016
2009-05-22,16.853,17.056,16.619,16.944,681544.0,11309050.0,1.016
2009-05-25,16.365,16.66,16.121,16.639,855023.0,13821998.0,1.016
2009-05-26,16.578,17.147,16.578,16.914,685950.0,11432940.0,1.016
2009-05-27,17.056,17.117,16.71,16.944,372278.0,6181116.0,1.016
2009-06-01,17.066,17.117,16.863,17.046,817761.0,13689612.0,1.016
2009-06-02,17.015,17.137,16.964,17.066,536824.0,9009161.0,1.016
2009-06-03,16.974,17.33,16.863,17.127,710610.0,12019338.0,1.016
2009-06-04,17.066,17.269,16.568,17.015,978376.0,16321180.0,1.016
2009-06-05,16.985,17.147,16.599,16.609,816401.0,13492340.0,1.016
2009-06-08,16.639,16.812,16.467,16.568,515146.0,8421184.0,1.016
2009-06-09,16.558,16.741,16.304,16.721,502598.0,8178293.0,1.016
2009-06-10,16.721,17.269,16.7,17.208,1010612.0,16960426.0,1.016
2009-06-11,17.34,17.34,16.893,17.066,819732.0,13816332.0,1.016
2009-06-12,17.025,17.249,16.883,17.228,1245167.0,20971426.0,1.016
2009-06-15,17.35,18.112,17.167,17.99,2054402.0,35828056.0,1.016
2009-06-16,17.929,17.929,17.452,17.787,1286186.0,22432576.0,1.016
2009-06-17,17.828,17.848,17.371,17.482,1009618.0,17429838.0,1.016
2009-06-18,17.472,17.553,17.34,17.503,1016950.0,17451618.0,1.016
2009-06-19,17.543,17.543,17.33,17.493,802776.0,13791195.0,1.016
2009-06-22,17.543,17.879,17.421,17.462,1126489.0,19590850.0,1.016
2009-06-23,17.31,17.879,17.056,17.868,1611755.0,27743592.0,1.016
2009-06-24,18.102,18.102,17.675,17.777,1246864.0,21850292.0,1.016
2009-06-25,17.767,18.193,17.635,17.716,1038157.0,18272222.0,1.016
2009-06-26,17.828,17.868,17.584,17.706,719288.0,12543807.0,1.016
2009-06-29,17.777,17.858,17.543,17.574,989026.0,17206844.0,1.016
2009-06-30,17.675,17.716,17.421,17.503,634711.0,10952326.0,1.016
2009-07-01,17.432,17.726,17.432,17.503,625526.0,10814236.0,1.016
2009-07-02,17.554,17.868,17.554,17.777,1220841.0,21303138.0,1.016
2009-07-03,17.696,17.96,17.604,17.96,1289484.0,22610006.0,1.016
2009-07-06,18.204,18.793,17.98,18.62,2430806.0,44312512.0,1.016
2009-07-07,18.6,19.585,18.356,19.179,2464010.0,45966776.0,1.016
2009-07-08,19.098,19.26,18.793,19.098,1549807.0,29003064.0,1.016
2009-07-09,19.118,19.636,18.996,19.585,1494613.0,28489760.0,1.016
2009-07-10,19.605,20.875,19.585,20.185,2501855.0,49899280.0,1.016
2009-07-13,20.185,20.276,19.707,20.215,1280439.0,25319302.0,1.016
2009-07-14,20.215,20.926,20.215,20.469,1371178.0,27862356.0,1.016
2009-07-15,20.601,21.099,20.469,20.662,1482766.0,30371782.0,1.016
2009-07-16,20.723,22.247,20.438,21.688,2618534.0,54833860.0,1.016
2009-07-17,21.637,23.262,21.586,23.059,2566004.0,56967848.0,1.016
2009-07-20,23.364,23.669,22.551,22.633,1908667.0,43063356.0,1.016
2009-07-21,22.755,22.876,21.546,21.901,1782498.0,38971232.0,1.016
2009-07-22,21.83,22.48,21.82,22.013,1116070.0,24363108.0,1.016
2009-07-23,22.013,24.217,21.556,24.217,2187174.0,48849520.0,1.016
2009-07-24,24.167,26.279,23.476,25.396,3488778.0,85250376.0,1.016
2009-07-27,25.396,26.005,24.786,25.406,1856463.0,46517696.0,1.016
2009-07-28,25.294,25.904,24.918,25.802,1514150.0,37831000.0,1.016
2009-07-29,25.579,26.92,23.892,24.898,2139632.0,54018022.0,1.016
2009-07-30,25.193,25.579,23.984,25.396,2001131.0,49034676.0,1.016
2009-07-31,25.172,26.412,24.888,26.168,2003836.0,50566356.0,1.016
2009-08-03,26.208,27.935,25.65,27.6,2255951.0,60146280.0,1.016
2009-08-04,27.6,27.702,26.462,26.909,2022836.0,53899172.0,1.016
2009-08-05,26.909,27.417,26.615,27.123,1635832.0,43504860.0,1.016
2009-08-06,27.123,28.23,24.481,24.512,4363183.0,112720624.0,1.016
2009-08-07,24.278,24.481,23.262,23.567,2690668.0,62926252.0,1.016
2009-08-10,25.924,25.924,25.924,25.924,909818.0,23218556.0,1.016
2009-08-11,26.919,28.514,26.574,28.514,8488882.0,234451280.0,1.016
2009-08-12,28.514,28.555,26.412,26.534,5913591.0,159550160.0,1.016
2009-08-13,26.615,27.763,26.412,26.98,3948028.0,105503992.0,1.016
2009-08-14,26.767,26.767,25.396,25.477,2538679.0,64930632.0,1.016
2009-08-17,24.735,25.904,23.994,24.37,2220051.0,54742608.0,1.016
2009-08-18,24.278,25.701,24.187,25.365,1850410.0,45514172.0,1.016
2009-08-19,25.375,26.005,24.38,24.685,1614914.0,40230424.0,1.016
2009-08-20,24.583,25.599,24.482,25.386,1921631.0,47507140.0,1.016
2009-08-21,25.203,27.427,24.908,27.224,4101523.0,105373008.0,1.016
2009-08-24,26.919,29.439,26.137,28.352,4732994.0,129750568.0,1.016
2009-08-26,28.037,30.383,27.793,29.865,4850899.0,140623360.0,1.016
2009-08-27,29.561,30.231,28.24,28.951,2907760.0,83460576.0,1.016
2009-08-28,28.758,29.124,26.95,28.443,2785006.0,77023576.0,1.016
2009-08-31,27.935,28.931,26.533,26.727,2990578.0,82161824.0,1.016
2009-09-01,27.306,27.905,24.055,24.055,4805985.0,119274112.0,1.016
2009-09-02,23.151,25.091,22.785,24.959,2482086.0,59334816.0,1.016
2009-09-03,24.583,26.107,24.187,25.711,2273680.0,56700856.0,1.016
2009-09-04,25.304,25.894,24.888,25.447,2458894.0,61398596.0,1.016
2009-09-07,25.355,25.995,25.213,25.365,2519906.0,63553728.0,1.016
2009-09-08,25.396,27.113,25.375,26.483,5195832.0,134422768.0,1.016
2009-09-09,26.076,29.133,25.489,28.909,11091072.0,179386032.0,1.727
2009-09-10,28.149,31.05,27.803,29.202,11114295.0,192720800.0,1.727
2009-09-11,28.805,29.789,27.631,28.684,6416815.0,106652496.0,1.727
2009-09-14,28.65,29.358,28.304,29.012,5887970.0,97954440.0,1.727
2009-09-15,29.099,29.358,28.494,29.064,4985423.0,83495320.0,1.727
2009-09-16,29.461,30.929,29.427,30.117,9584968.0,168139200.0,1.727
2009-09-17,29.703,30.653,29.53,29.807,7459727.0,130234976.0,1.727
2009-09-18,29.738,30.48,27.458,27.855,7533838.0,127254832.0,1.727
2009-09-21,27.665,29.185,27.147,29.15,3934804.0,64474916.0,1.727
2009-09-22,29.358,29.53,28.114,28.114,2984974.0,49724828.0,1.727
2009-09-23,27.631,28.287,26.439,26.854,2775773.0,43643264.0,1.727
2009-09-24,26.681,26.75,25.213,25.8,2234734.0,33636140.0,1.727
2009-09-25,25.817,26.629,25.817,26.215,1735727.0,26501188.0,1.727
2009-09-28,26.491,26.733,25.213,25.299,1351548.0,20394942.0,1.727
2009-09-29,24.401,25.299,22.882,23.348,2254295.0,31004604.0,1.727
2009-09-30,23.486,24.09,23.486,23.642,1323372.0,18249562.0,1.727
2009-10-09,23.745,26.007,23.745,26.007,1720119.0,25473692.0,1.727
2009-10-12,26.076,27.251,26.076,26.577,3153272.0,48878812.0,1.727
2009-10-13,26.681,26.715,26.422,26.664,1523767.0,23417944.0,1.727
2009-10-14,26.664,27.354,26.595,26.836,2328507.0,36241652.0,1.727
2009-10-15,26.854,27.423,25.938,26.526,1867545.0,28583962.0,1.727
2009-10-16,26.525,26.698,25.679,25.904,2042447.0,30662082.0,1.727
2009-10-19,25.766,26.301,25.731,26.18,1703777.0,25806694.0,1.727
2009-10-20,26.232,27.717,26.232,27.717,4584493.0,72092632.0,1.727
2009-10-21,27.717,27.717,26.854,26.94,2936271.0,46179788.0,1.727
2009-10-22,26.923,28.149,26.767,28.08,4266171.0,68425816.0,1.727
2009-10-23,28.08,28.494,27.683,28.011,4325587.0,70307088.0,1.727
2009-10-26,28.08,28.408,27.285,27.614,2582907.0,41314192.0,1.727
2009-10-27,27.631,27.665,26.249,26.318,2592610.0,40181196.0,1.727
2009-10-28,26.094,26.595,25.904,26.456,1489031.0,22604220.0,1.727
2009-10-29,26.422,26.422,25.351,25.472,1679155.0,25146786.0,1.727
2009-10-30,25.748,26.232,25.645,25.748,1534064.0,22988858.0,1.727
2009-11-02,25.092,26.18,25.04,26.059,1635595.0,24277122.0,1.727
2009-11-03,26.266,27.544,26.059,27.354,2939068.0,45948872.0,1.727
2009-11-04,27.354,27.959,26.94,27.89,4392458.0,70367880.0,1.727
2009-11-05,27.907,27.907,27.095,27.493,2931664.0,46628424.0,1.727
2009-11-06,27.631,28.322,27.337,28.304,5812507.0,94018624.0,1.727
2009-11-09,28.339,28.771,27.821,28.632,5678465.0,93163200.0,1.727
2009-11-10,28.891,28.995,28.322,28.356,4895568.0,81088448.0,1.727
2009-11-11,28.477,28.667,28.201,28.391,3714015.0,61083600.0,1.727
2009-11-12,28.494,28.615,28.252,28.287,3483028.0,57286376.0,1.727
2009-11-13,28.114,28.598,27.734,28.546,3286014.0,53641528.0,1.727
2009-11-16,28.978,29.979,28.84,29.651,8072605.0,138434160.0,1.727
2009-11-17,29.668,29.789,29.012,29.375,3846531.0,65281816.0,1.727
2009-11-18,29.323,30.048,29.012,29.997,4699870.0,80294056.0,1.727
2009-11-19,30.221,30.256,29.617,29.997,4464471.0,77388288.0,1.727
2009-11-20,30.014,31.033,29.53,30.964,7318935.0,128722080.0,1.727
2009-11-23,31.102,33.45,31.102,33.416,10195727.0,191880304.0,1.727
2009-11-24,33.502,33.623,31.43,32.622,9200558.0,174501056.0,1.727
2009-11-25,32.259,33.157,31.292,33.157,7291373.0,136482704.0,1.727
2009-11-26,33.278,33.33,29.928,31.067,6012601.0,110828576.0,1.727
2009-11-27,31.05,31.05,28.857,28.857,3376456.0,57875656.0,1.727
2009-11-30,29.099,30.221,28.978,30.221,3072114.0,52749460.0,1.727
2009-12-01,30.325,31.862,29.582,31.741,4499354.0,80133424.0,1.727
2009-12-02,31.948,32.0,31.568,31.896,4388402.0,80781808.0,1.727
2009-12-03,32.259,32.984,32.086,32.932,6329392.0,119846648.0,1.727
2009-12-04,32.811,32.811,30.497,31.896,4926162.0,90554656.0,1.727
2009-12-07,32.19,32.19,31.43,31.775,2510966.0,46016964.0,1.727
2009-12-08,31.637,31.948,31.085,31.775,2755308.0,50207476.0,1.727
2009-12-09,31.793,31.793,31.033,31.43,2035361.0,36939984.0,1.727
2009-12-10,31.551,31.585,31.085,31.516,2012864.0,36553316.0,1.727
2009-12-11,31.499,31.585,31.085,31.534,2033587.0,36903484.0,1.727
2009-12-14,31.568,31.568,30.359,31.275,1576560.0,28182348.0,1.727
2009-12-15,31.551,31.551,30.912,31.188,1537563.0,27660428.0,1.727
2009-12-16,31.085,31.896,30.411,31.741,3773179.0,68560064.0,1.727
2009-12-17,31.654,31.931,31.171,31.568,2896475.0,53025368.0,1.727
2009-12-18,31.568,32.811,31.223,32.432,8377597.0,156250064.0,1.727
2009-12-21,32.345,33.33,31.62,32.967,7334873.0,139064784.0,1.727
2009-12-22,32.984,33.14,30.394,30.428,4806450.0,88789056.0,1.727
2009-12-23,30.549,31.879,29.047,31.758,4645597.0,82177224.0,1.727
2009-12-24,31.879,32.898,31.05,32.622,5795638.0,108152376.0,1.727
2009-12-25,32.639,35.402,32.155,34.366,12257026.0,241577280.0,1.727
2009-12-29,34.452,35.557,33.157,34.884,10900015.0,218003488.0,1.727
2009-12-30,34.763,35.126,33.951,34.297,4737484.0,94493880.0,1.727
2009-12-31,34.297,34.884,33.26,34.02,5449311.0,106935864.0,1.727
2010-01-04,34.107,34.366,33.416,34.141,3270439.0,64189896.0,1.727
2010-01-05,34.141,35.523,33.64,35.436,6349193.0,127729320.0,1.727
2010-01-06,35.074,35.834,34.193,34.348,5032382.0,102270251.0,1.727
2010-01-07,34.107,34.348,32.742,32.829,3894487.0,75324720.0,1.727
2010-01-08,32.518,33.07,32.38,32.95,1842615.0,34984368.0,1.727
2010-01-11,33.019,33.554,32.466,33.347,2618944.0,49906364.0,1.727
2010-01-12,33.226,33.813,32.656,33.709,2714834.0,52539263.0,1.727
2010-01-13,33.157,33.416,31.965,32.155,2823369.0,53659784.0,1.727
2010-01-14,32.155,33.416,32.155,32.915,2232696.0,42499396.0,1.727
2010-01-15,33.019,34.331,33.019,34.141,4190065.0,81808864.0,1.727
2010-01-18,34.124,35.143,33.83,34.918,5052267.0,101421968.0,1.727
2010-01-19,35.005,35.316,34.331,34.884,4215360.0,85161136.0,1.727
2010-01-20,34.901,35.315,33.882,34.072,4356729.0,87425488.0,1.727
2010-01-21,34.072,34.366,33.347,33.986,2150968.0,42040700.0,1.727
2010-01-22,33.986,33.986,31.706,32.138,2438774.0,45959960.0,1.727
2010-01-25,32.017,32.777,31.43,31.534,1539340.0,28503598.0,1.727
2010-01-26,31.585,31.948,29.081,29.755,1450935.0,25468546.0,1.727
2010-01-27,29.358,29.876,28.201,28.546,1806493.0,30193766.0,1.727
2010-01-28,28.546,28.822,28.062,28.494,1360096.0,22450710.0,1.727
2010-01-29,28.494,29.271,28.287,28.632,1317978.0,22000252.0,1.727
2010-02-01,28.321,29.15,27.285,27.441,1447487.0,23487932.0,1.727
2010-02-02,27.51,29.185,27.51,28.995,2202308.0,35959188.0,1.727
2010-02-03,28.667,30.843,28.425,30.359,4355393.0,75025936.0,1.727
2010-02-04,29.738,30.377,29.444,29.876,1913247.0,33047996.0,1.727
